tenure,monthly_charges,total_charges,contract_type,payment_method,internet_service,online_security,tech_support,streaming_tv,streaming_movies,paperless_billing,senior_citizen,partner,dependents,multiple_lines,tenure_group,charge_ratio,service_usage_score
0.15136883487568012,-1.3857607547775952,-1.1144845037441027,1,3,1,0.733652436940713,1.008524222058502,-0.8916706830232206,0.017659452608412392,0.7041254491190068,-0.052489436542452216,1.1316825238758519,-0.6708930178116532,-1.30869592874257,2,-0.03599864671609162,0.6509694019057256
-0.8500789645003036,1.7898536919476968,0.5099393372778303,1,0,1,-2.1840374756707064,-1.216462762441012,-0.8571956621088861,-0.22150171726402187,1.7896747936266748,-0.9680115505966282,0.3470597607122948,-0.4091781473596239,-0.5053834569748897,1,0.019342099279670042,-2.5502780561323686
-0.04892072499951664,-0.7377410005748766,-0.5526149859874047,1,0,2,2.12141598073585,-2.2155391458119578,2.0115535304295435,-0.6134868125155417,0.8942176075449957,-1.3484999619875562,0.4527009236862891,1.3305233534577303,-1.040594122624139,2,-0.045746168242513,0.4672925497718648
1.2529614141892622,-1.258610131193146,-0.6966599660958276,0,1,1,1.1471663427699343,1.8374070166307825,-0.013506147666486258,-1.9926942993679986,-0.40922219403412274,-0.4070609843630769,-1.6202113575649109,1.1110560195260488,-0.8242665260038172,2,-0.08707681143576737,0.5467489791859197
0.05122405493808173,0.892721832350463,0.6378671830984225,0,0,1,0.042401884189664896,-0.5232759599251561,0.6151651775612802,0.03423783084450598,0.6139597803197094,0.21738109870039488,-0.827945254353964,0.2694425107294352,0.26526635688037414,2,-0.03764128099638354,0.009855335535477268
-0.950223744437902,-1.4580010613347296,-1.325665507862722,1,0,1,-1.1190210486606043,-0.5163994396901671,-1.0148523238261216,0.6657226921880632,0.16861364344623278,-0.8453114951882518,0.7688576285325782,-0.8944003361255795,-0.6150792876038622,1,0.03536608124402213,-1.0205524850323286
-0.950223744437902,-0.962909969760347,-0.9692283790161462,1,0,1,1.7641494219380336,-0.567259661806003,1.2625977799641486,0.42117579566785285,-0.7118551903321679,-0.5018034466486223,0.2918110414191641,0.8872226797727226,-0.14371691504780917,1,0.00284192223365419,1.5399297906461233
1.0526718543140654,-0.8969300419040274,-0.3220283176109806,1,0,2,1.5132883961795103,-1.1137203667371272,0.4722395316607525,-0.20457004274743293,-1.621772499840914,0.08317413491071753,0.6892351475020262,1.98904837201264,-1.6427617081696335,2,-0.08428582278217135,0.3240375123154471
-0.2492102848747134,1.0359130618172168,0.7007699751895654,1,0,1,-0.9109047142653469,-0.5647520667463883,-0.3542268090762192,0.7373630976267525,-1.4556750665301776,-0.09038663894954922,0.78474034989472,-0.07004386258615597,1.3475857847480561,2,-0.03463219902391854,-0.5849153187992671
-1.3508028641882954,0.758537074569181,-0.3456176045128336,1,0,1,-2.186739184185647,-1.5943897302932626,-1.8855165893758175,1.3424813659695833,-0.06340857967783442,0.13655471094689767,0.27006766345373145,-1.087407829383124,2.132215534056122,1,0.06388371627612725,-2.2742208025315613
-0.6497894046251069,-0.4911826409793832,-0.6422409815648688,0,0,1,0.875368235502752,0.040645804354956426,0.13022509738985405,-1.141555958012443,-0.4229981615487785,-0.8314539403212612,0.05067270164187173,0.6112846002329497,0.19709549701826568,1,-0.004994193358826492,-0.09867576026736274
-0.2492102848747134,0.2951358505012584,0.21419158098796812,1,2,1,-1.8127916782343974,0.37028155074436314,-2.994283830923832,-0.364940897139039,-1.5383627248197587,0.4026700430563866,0.5781541115684854,-1.0699547863649976,2.681962834623517,2,-0.040420961731843896,-2.4280723456677737
0.9525270743764671,1.2535093892007982,1.900176424880152,1,0,1,-0.5363426809089114,-1.453021781109899,-1.4515289709892707,1.2414825977680914,-1.1684167525818188,0.8065707828872005,0.28039963633882226,0.21307355285493987,1.7589695150165345,2,-0.079634787400248,-1.0725869950848257
-2.252105883626681,1.0193639673845225,-0.9592420904435156,1,0,1,-0.035196118964522516,-0.15350584146159096,-0.39503328437512764,-0.5976048854159204,0.06336874282930662,-0.02916419737900663,-0.7042076976690058,0.635853826817304,0.21583105095626232,0,0.328261334194487,-0.6581041704074956
0.45180317468847525,-1.3640747521860008,-1.1072567521621104,1,0,1,1.128046569524261,0.5937993847546804,-0.05899350844774956,-1.627989643091461,-0.5877764157819367,-0.999908054333294,-1.1064766478509789,0.8643466479591221,0.5771285946115112,2,-0.033449579723268626,-0.002430389298589844
1.2529614141892622,0.40667262833903156,1.1656288954699874,0,0,1,0.5216358358875802,0.5461883717884854,-0.40457428460665995,-0.7090550952097461,0.1510996654199325,0.5726112199979055,-0.7248029098458756,0.3390734762359627,0.07128014108814151,2,-0.08595808203729198,0.018834668107974354
-0.5496446246875085,-0.32384882212186783,-0.4134494226387317,2,0,1,0.7261401768499988,-0.10343058140121915,-0.9979751638445136,-0.3195038173859649,-0.5128513355440318,0.3999033083635569,0.22803527731335715,1.2531050836831106,-1.7871473839665648,1,-0.023197268754548635,-0.27265735382903267
-0.34935506481231177,-0.58479028501904,-0.5173815366913596,1,3,1,1.672534513137474,1.5056274747950085,-1.4181376435466129,0.4274080170924306,1.0061002241787373,0.23464962494050975,0.8449988337529516,-0.8156069977953512,-0.28250090502561964,2,-0.03462417309918715,1.5246129054875694
-0.04892072499951664,-0.05013413367643446,0.05051168761676374,0,0,1,0.6122650197332471,1.0177123204165195,0.977167636710516,-0.6440261729116783,-0.8595421724997019,1.095017086696128,-2.430493947976227,0.1283999659672012,2.4522421238925767,2,-0.04963378079624528,1.0137869953214733
0.2515136148132785,-1.4580010613347296,-1.245460729646126,1,3,2,1.4266628236341132,-0.871896346837152,-2.438079962399049,-1.0973099819832743,-0.7168093750136182,0.9202437627262525,0.514877078824296,1.141822277646504,-0.9470481197053878,2,-0.007927968789465382,-1.4382273820814642
-1.450947644125894,0.3426432334149143,-0.6615813073485326,1,0,1,-0.1524704296414119,0.7777025522752983,-1.0473974145834206,0.66434381462547,1.2544672120007334,-0.24611913953461073,0.6042133678134965,-1.207064287604733,0.2042295409435656,1,0.09552753049331307,0.31321625546961096
0.9525270743764671,-0.47786525914990646,-0.04703517205113082,1,1,1,1.1634792562330343,1.7894488551704117,0.07378311615572503,-2.007732399493407,-0.8357563489742582,0.2538216087241276,-1.9922694175982774,1.6635918550150424,-0.9671900122245844,2,-0.07199965104399984,0.5577186719789959
-0.6497894046251069,0.08082170713516199,-0.44324330042136134,1,0,2,2.3362840393588704,0.08164883760111336,-0.8297919122885457,-2.762025183404401,-0.33002135715587566,-0.846125842654625,0.24926266000518413,2.380279744996876,-1.8913035658264457,1,0.019489566053563633,-0.631605717663455
-0.5496446246875085,0.753456646788849,0.28068862305855286,1,0,1,-1.3024675558345742,-1.0703208449106119,-0.8165902360453702,0.12703049760294788,0.39833439581668567,-0.8401213857978382,0.3553429726456025,-0.11815784476421926,0.2283632263784296,1,-0.018078537351770802,-1.7038525959284532
0.15136883487568012,1.4162542526288313,1.077207338844,0,3,2,0.41284818279976593,-1.7705144422798202,-0.7907978320427268,0.6703114075862915,-1.2605923788173605,1.2406783108621893,-0.42139907809724386,1.8568961067273495,-0.10555798808948315,2,-0.03974974794590966,-0.7515214988643806
-1.3508028641882954,0.8206500656074708,-0.257012048994797,1,0,1,-0.10439072512453744,-0.6573676861796984,0.677948127611041,-0.010417186315511345,-0.7068527947698137,0.0935300607971362,-0.6973324866067065,0.6879925433158779,0.8275296443228116,1,0.05305195624132955,-0.15716940598751264
0.9525270743764671,-1.0550197106128496,-0.5306234485828737,2,3,1,0.9146738472753942,0.6824675506048884,-0.9995184067701361,1.476949386685887,1.4448700824256888,1.3475222761470622,-0.87028576688675,-0.6537182235043003,-0.5069723103802523,2,-0.08116036561995696,1.4156898351721063
0.7522375145012704,1.238975547097383,1.6814548704257366,1,3,2,-0.009813735738453894,-0.1703277942051135,-0.17849733095116507,0.8468891289287522,-1.3375524579846416,2.4087917061969892,-2.416776311856101,2.02841779821359,-0.7638483311011114,2,-0.07296063668344631,0.3345671516602919
-2.3522506635642793,0.1129132791979427,-1.2612403352049895,1,3,2,0.8421746616673244,-0.016461998959454067,0.11054068340406686,-0.5851424749864256,-0.12377193092660818,0.4916591508332282,-0.8430271024493223,1.053962857700393,-0.5976284021052112,0,0.4553301238224705,0.18162458472383944
0.15136883487568012,0.5836788586495399,0.503599222546373,1,0,1,-0.12993736451165736,0.9132422447622135,0.6958244816546677,-1.4876731102423524,-0.17905845521935743,-0.9812232212540419,-1.1284112409439384,1.2614430581180887,-1.1712213923359447,2,-0.044831548333415745,-0.13772767082422915
-0.149065504937115,-0.48536175245614377,-0.47142881532120834,1,0,1,-0.26757132327170724,-1.0735974051506845,1.1460599089214434,-0.37893899538023595,1.6821490556471126,-1.5955987472150948,-0.31551170974606624,-0.42701170902579894,0.22077051400664602,2,-0.03088364162993003,-0.5203317929215543
0.05122405493808173,-0.3545790369835156,-0.22092460003796824,1,0,0,0.20180620832606946,-0.4136334844529757,1.4582352257464013,1.1752257678151492,1.7094471789585508,-1.2350898987918435,1.2785768263792432,-1.8379365764938838,0.9434728952807008,2,-0.047882397601217236,1.2517257421767767
-0.149065504937115,1.150772046128438,0.6867860243285638,2,0,1,-0.25894056140664967,0.1011441249754891,0.3441180736783528,0.6757387326432468,-1.8841627346047267,0.36522035823178733,1.6934313390038365,-0.1241355787202765,0.7387893116604299,2,-0.028022802553106043,0.4766516946475089
-0.950223744437902,-0.5831532588383731,-0.9602011068830806,2,3,1,-0.12056111385721326,-0.3404464137791202,-0.9874383264198323,-0.9466557449980384,0.39567618382308367,0.3676535536349738,-0.7391740962625181,-0.11818626186962464,0.7062990790931929,1,0.06332071373733714,-1.3013471025965964
-0.149065504937115,0.3242017245783931,0.11961283103381995,1,0,1,-0.8783488892369881,0.8272618399664731,1.1168275936802714,0.07719827264559204,0.4236124232390515,0.23699657055768425,-1.1486678983498562,-0.8450292781035879,1.0082592732987534,2,-0.03061479004284191,0.517712371267464
-1.1505133043130988,0.8406460023819442,-0.1942863068977094,1,3,1,-0.3933382742200897,0.42782874666204046,-0.7811812464950424,1.3664996274286871,2.1635984631808194,-0.6358246083318364,1.1404526236778256,-1.8125917431868064,0.2565449294380152,1,0.04427454134250176,0.5128434345710563
0.45180317468847525,0.4220255083262133,0.6107645502298663,1,0,1,-0.5476072319844333,1.9854642968701954,0.9423408914377025,-0.41742659671167764,0.300445316518079,1.1764680803233236,-2.762985248414268,0.06932176805870166,-0.08967058764447738,2,-0.05992101007361113,1.0232076721054697
0.652092734563672,0.3376264311718511,0.6499769131986198,0,0,1,0.5383572792583429,-0.5680563361617075,-0.4749698185692918,0.14833864916108422,-0.2949577637635437,0.6161077164778146,-0.4548005525073286,0.27997950018362916,1.135358221116046,2,-0.06636301896512058,-0.13917941999804145
-0.149065504937115,0.13355830687420775,0.05501691708134008,1,3,1,1.0384455154680954,1.5474627841555477,-1.8930997838402932,1.8023052487244025,1.7855998019674495,0.8829705096694437,0.6859786056441955,-0.7401314213561002,-1.8959317195539427,2,-0.03755629901633478,1.8058396999693789
-0.8500789645003036,0.11078677030182521,-0.2951350705538558,1,0,1,-0.5629664282173711,0.17327285621950622,0.31823728060929724,0.7044889209717107,-0.45778918799917717,0.9937237317110862,-1.474474942423869,0.5137278305384679,-0.30224640136131753,1,-0.0005958030501432617,0.3443732277669361
-0.6497894046251069,0.16480009034848658,-0.16384891631280116,1,0,2,0.21466225038660117,0.2928696724571813,0.23065924602915688,0.4185919420701343,-1.2391695627623809,1.7434877484784788,-2.2533886057858905,1.3446130201787196,-0.04373512884867807,1,-0.012947721935579273,0.6643513107118425
